"FRAUDFOUND","WEEKOFMONTH","DAYOFWEEK","MAKE","ACCIDENTAREA","DAYOFWEEKCLAIMED","MONTHCLAIMED","WEEKOFMONTHCLAIMED","SEX","MARITALSTATUS","FAULT","VEHICLECATEGORY","VEHICLEPRICE","POLICYNUMBER","REPNUMBER","DEDUCTIBLE","DRIVERRATING","DAYS:POLICY-ACCIDENT","DAYS:POLICY-CLAIM","PASTNUMBEROFCLAIMS","AGEOFVEHICLE","AGEOFPOLICYHOLDER","POLICEREPORTFILED","WITNESSPRESENT","AGENTTYPE","NUMBEROFSUPPLIMENTS","ADDRESSCHANGE-CLAIM","NUMBEROFCARS","BASEPOLICY"
"No",2,"Friday","Honda","Urban","Tuesday","Feb",4,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",11797,7,400,3,"morethan30","morethan30","none","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",2,"Wednesday","Toyota","Urban","Wednesday","Aug",3,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",11804,5,400,3,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",4,"Monday","Honda","Urban","Tuesday","Apr",4,"Male","Married","PolicyHolder","Sport","more than 69_000",11808,7,400,4,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",3,"Friday","Toyota","Urban","Friday","Jan",5,"Female","Married","ThirdParty","Sedan","30_000 to 39_000",11839,4,400,4,"morethan30","morethan30","none","7years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",2,"Monday","Toyota","Urban","Tuesday","Mar",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11841,3,400,1,"morethan30","morethan30","1","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",5,"Friday","Mercury","Urban","Thursday","Feb",1,"Male","Married","PolicyHolder","Utility","30_000 to 39_000",11842,8,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",5,"Thursday","Toyota","Urban","Thursday","May",1,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",11856,1,400,4,"morethan30","morethan30","1","5years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Friday","Toyota","Urban","Monday","Mar",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11866,5,400,4,"morethan30","morethan30","2to4","5years","31to35","No","No","External","3to5","4to8years","2vehicles","Collision"
"No",4,"Sunday","Toyota","Urban","Friday","Mar",5,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11868,6,400,3,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",4,"Thursday","Toyota","Urban","Tuesday","May",1,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",11872,2,400,2,"morethan30","morethan30","morethan4","6years","41to50","No","No","External","3to5","nochange","1vehicle","Collision"
"No",4,"Sunday","Honda","Urban","Monday","Jun",4,"Male","Single","PolicyHolder","Sport","more than 69_000",11879,13,400,4,"morethan30","morethan30","morethan4","new","16to17","No","No","External","none","nochange","1vehicle","Liability"
"No",4,"Wednesday","Toyota","Urban","Monday","May",2,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",11892,13,400,3,"morethan30","morethan30","none","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Tuesday","Honda","Urban","Tuesday","Jul",2,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",11894,1,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"Yes",2,"Friday","Pontiac","Urban","Wednesday","Aug",2,"Male","Married","PolicyHolder","Utility","more than 69_000",12161,6,400,3,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",3,"Friday","Pontiac","Urban","Wednesday","Feb",4,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",12165,15,400,4,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",2,"Friday","Pontiac","Urban","Wednesday","May",3,"Male","Married","PolicyHolder","Sedan","less than 20_000",12173,9,400,3,"morethan30","morethan30","none","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Tuesday","Honda","Urban","Tuesday","Jan",3,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",12174,12,400,1,"morethan30","morethan30","1","6years","31to35","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",2,"Friday","Toyota","Urban","Wednesday","May",3,"Male","Single","PolicyHolder","Sedan","less than 20_000",12175,9,400,4,"morethan30","morethan30","1","3years","21to25","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",2,"Friday","Mazda","Urban","Tuesday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12183,9,400,1,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",2,"Saturday","Pontiac","Urban","Saturday","May",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12189,14,400,2,"morethan30","morethan30","1","7years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"No",4,"Sunday","Toyota","Urban","Monday","Aug",5,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12206,13,400,3,"morethan30","morethan30","2to4","morethan7","51to65","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",3,"Sunday","Honda","Rural","Wednesday","May",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12214,10,400,2,"morethan30","morethan30","morethan4","morethan7","51to65","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",5,"Monday","Pontiac","Urban","Wednesday","Nov",1,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",12221,2,400,4,"morethan30","morethan30","morethan4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",3,"Monday","Pontiac","Urban","Monday","May",4,"Male","Married","PolicyHolder","Sedan","less than 20_000",12232,15,400,2,"morethan30","morethan30","1","7years","36to40","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",3,"Monday","Pontiac","Urban","Tuesday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12237,10,400,3,"morethan30","morethan30","1","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Toyota","Urban","Friday","Feb",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",12239,3,400,1,"morethan30","morethan30","2to4","morethan7","51to65","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",3,"Tuesday","Pontiac","Urban","Monday","Jul",1,"Male","Married","PolicyHolder","Sedan","less than 20_000",12245,7,400,1,"morethan30","morethan30","1","7years","36to40","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",3,"Tuesday","Chevrolet","Urban","Wednesday","May",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",12249,13,400,3,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",2,"Friday","Toyota","Urban","Friday","Mar",2,"Female","Married","PolicyHolder","Sport","30_000 to 39_000",12258,13,400,4,"morethan30","morethan30","2to4","6years","31to35","No","No","External","3to5","nochange","1vehicle","Liability"
"No",3,"Saturday","Pontiac","Urban","Tuesday","Jul",3,"Female","Married","ThirdParty","Sedan","20_000 to 29_000",12277,13,400,2,"morethan30","morethan30","none","5years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",3,"Wednesday","Toyota","Urban","Wednesday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12279,2,400,3,"morethan30","morethan30","none","7years","31to35","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",3,"Wednesday","Pontiac","Urban","Tuesday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12293,6,400,3,"morethan30","morethan30","2to4","6years","36to40","No","No","External","3to5","nochange","1vehicle","Collision"
"No",1,"Tuesday","Pontiac","Urban","Friday","Sep",2,"Male","Married","ThirdParty","Sedan","less than 20_000",12310,11,400,2,"morethan30","morethan30","1","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",1,"Tuesday","Mazda","Rural","Tuesday","Oct",1,"Male","Single","PolicyHolder","Sedan","more than 69_000",12314,16,400,2,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Friday","Pontiac","Urban","Monday","Feb",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12320,6,400,4,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Thursday","Toyota","Urban","Tuesday","May",4,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",12325,9,400,3,"morethan30","morethan30","none","morethan7","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Mazda","Urban","Wednesday","Jun",5,"Female","Married","PolicyHolder","Sport","30_000 to 39_000",12327,4,400,4,"morethan30","morethan30","1","7years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Saturday","Ford","Urban","Thursday","May",4,"Male","Married","PolicyHolder","Sport","40_000 to 59_000",12367,7,400,2,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Saturday","Pontiac","Urban","Monday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12388,15,400,1,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",4,"Sunday","Chevrolet","Urban","Tuesday","Jun",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12392,14,400,2,"morethan30","morethan30","2to4","6years","36to40","No","No","External","1to2","nochange","1vehicle","Collision"
"No",2,"Tuesday","Mazda","Urban","Wednesday","Sep",3,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",12396,1,400,2,"morethan30","morethan30","2to4","7years","31to35","No","No","External","3to5","nochange","1vehicle","Liability"
"No",3,"Sunday","Accura","Urban","Monday","May",3,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",12408,1,400,4,"morethan30","morethan30","none","7years","36to40","No","No","External","3to5","nochange","1vehicle","Liability"
"Yes",4,"Monday","Toyota","Urban","Friday","May",4,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",12416,8,400,3,"morethan30","morethan30","2to4","7years","36to40","No","No","External","1to2","nochange","1vehicle","Liability"
"Yes",4,"Tuesday","Chevrolet","Urban","Friday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12427,13,400,4,"morethan30","morethan30","2to4","morethan7","over65","No","No","External","3to5","nochange","1vehicle","Collision"
"Yes",4,"Wednesday","Chevrolet","Urban","Wednesday","Jul",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12433,13,400,1,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","morethan5","4to8years","2vehicles","Collision"
"Yes",4,"Thursday","Honda","Urban","Monday","May",5,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12456,3,400,1,"morethan30","morethan30","2to4","7years","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Saturday","Pontiac","Urban","Thursday","May",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12465,9,400,2,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","3to5","nochange","3to4","Collision"
"No",1,"Thursday","Pontiac","Urban","Thursday","Mar",1,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",12469,5,400,4,"morethan30","morethan30","2to4","7years","36to40","No","No","External","3to5","nochange","1vehicle","Liability"
"No",3,"Friday","Honda","Urban","Tuesday","Jul",3,"Male","Married","PolicyHolder","Sedan","more than 69_000",12472,3,400,3,"morethan30","morethan30","none","new","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Thursday","Chevrolet","Urban","Wednesday","Dec",4,"Female","Married","ThirdParty","Sedan","20_000 to 29_000",11898,11,400,4,"morethan30","morethan30","1","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",5,"Saturday","Pontiac","Urban","Thursday","May",1,"Male","Single","PolicyHolder","Sedan","less than 20_000",11899,9,400,3,"morethan30","morethan30","none","6years","31to35","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",5,"Saturday","BMW","Urban","Tuesday","May",2,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",11901,15,400,2,"morethan30","morethan30","2to4","5years","36to40","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",5,"Saturday","Honda","Urban","Friday","May",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11902,10,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",5,"Sunday","Pontiac","Urban","Friday","May",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11910,14,400,2,"morethan30","morethan30","1","7years","51to65","No","No","External","1to2","nochange","1vehicle","Collision"
"No",3,"Monday","Pontiac","Urban","Friday","Feb",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",11912,1,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","Internal","3to5","nochange","1vehicle","Liability"
"No",5,"Saturday","Pontiac","Urban","Tuesday","Oct",1,"Female","Married","ThirdParty","Sedan","less than 20_000",11914,1,400,2,"morethan30","morethan30","1","7years","41to50","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",1,"Monday","Honda","Urban","Tuesday","May",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11915,5,400,4,"morethan30","morethan30","1","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",1,"Friday","Pontiac","Urban","Monday","Feb",1,"Male","Married","PolicyHolder","Utility","more than 69_000",11916,4,400,4,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",1,"Monday","Ford","Urban","Friday","May",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",11919,1,400,4,"morethan30","morethan30","2to4","7years","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Thursday","Honda","Urban","Thursday","Aug",5,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",11934,4,400,4,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",1,"Tuesday","Pontiac","Urban","Thursday","May",2,"Male","Single","PolicyHolder","Sedan","less than 20_000",11940,1,400,3,"morethan30","morethan30","none","5years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Thursday","Honda","Urban","Friday","Jul",4,"Male","Married","ThirdParty","Sport","20_000 to 29_000",11948,7,400,3,"morethan30","morethan30","none","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",4,"Friday","Pontiac","Urban","Friday","Jan",4,"Male","Single","PolicyHolder","Sport","20_000 to 29_000",11954,9,400,2,"morethan30","morethan30","2to4","5years","26to30","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",1,"Thursday","Mazda","Urban","Friday","Jul",4,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",11973,1,400,1,"morethan30","morethan30","none","morethan7","36to40","No","No","External","1to2","nochange","3to4","AllPerils"
"Yes",1,"Thursday","Saab","Urban","Tuesday","May",2,"Female","Single","PolicyHolder","Sedan","30_000 to 39_000",11982,10,400,4,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",1,"Friday","Toyota","Rural","Tuesday","May",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",11998,1,700,2,"morethan30","morethan30","1","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",1,"Friday","Mazda","Urban","Tuesday","May",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",12004,7,400,4,"morethan30","morethan30","none","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Friday","Pontiac","Urban","Tuesday","Mar",1,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",12005,2,400,4,"morethan30","morethan30","2to4","morethan7","36to40","No","No","Internal","1to2","nochange","1vehicle","Liability"
"Yes",2,"Sunday","Chevrolet","Urban","Thursday","May",3,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",12011,15,400,4,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Sunday","Toyota","Urban","Thursday","Jun",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",12025,3,400,4,"morethan30","morethan30","1","6years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
